Query,Title,Author,Publisher,Publised Year,Categories,Distinc Amount,Average,Sentiment,Percentile
5,In Pursuit of a Vanishing Star: A Novel,['Gustaf Sobin'],W. W. Norton,2002,['Fiction'],,,0.361155,0.31363949999999996
5,Dark At Heart,"['Joe R. Lansdale', 'Karen Lansdale']",Dark Harvest Books,1992,['Fiction'],,,0.7,0.31363949999999996
5,Lady Kate's Secret (Signet Regency Romance),['Marcy Elias Rothman'],Signet,1995,['Fiction'],,,0.33146,0.31363949999999996
5,"Marriage Bargain, The (Silhouette, Special Edition, No. 1168)",['Jennifer Mikels'],HarperCollins Australia,2012,['Fiction'],,,0.3391433333333333,0.31363949999999996
5,"Barbara Taylor Bradford -Three Complete Novels: Love in Another Town, Everything to Gain, a Secret Affair",['Barbara Taylor Bradford'],HarperCollins UK,2012,['Fiction'],,,0.41276333333333337,0.31363949999999996
5,The Nutcracker And The Golden Pot,['E. T. A. Hoffmann'],Courier Corporation,2012,['Fiction'],,,0.40278499999999995,0.31363949999999996
5,The Sheik & the Princess in Waiting,['Edith Maude Hull'],Buccaneer Books,1921,['Fiction'],,,0.34769857142857136,0.31363949999999996
5,Death Eligible: A Darcy Cole Novel,['Larry Axelrood'],Darcy Cole Novel,2004,['Fiction'],,,0.33687999999999996,0.31363949999999996
5,Blackfeet Indians;,['George Bird Grinnell'],The Floating Press,2014,['Fiction'],,,0.43714,0.31363949999999996
5,"How Sweet It Is / Second-Chance Groom (Harlequin Duets, No. 11)","['Kimberly Raye', 'Eugenia Riley']",Harlequin,2011,['Fiction'],,,0.51409,0.31363949999999996
5,A Promise Worth Breaking,['Micah Chaplin'],Publishamerica Incorporated,2005,['Fiction'],,,0.31577500000000003,0.31363949999999996
5,Blood Guilt: A Kit O'Malley Mystery (Kit O'Malley Mystery Series),['Lindy Cameron'],,2019,['Fiction'],,,0.31942833333333337,0.31363949999999996
5,Smith of Wootton Major & Farmer Giles of Ham,['John Ronald Reuel Tolkien'],Del Rey,1969,['Fiction'],,,0.39415500000000003,0.31363949999999996
5,Time Nomads,['James Axler'],Harlequin Books,1990,['Fiction'],,,0.347315,0.31363949999999996
5,A Family for Raffi,['Lara Rios'],Pristine Pub,2001,['Fiction'],,,0.396835,0.31363949999999996
5,Act One Audio: Thrillers,['Catherine Steadman'],Ballantine Books,2022,['Fiction'],,,0.35833,0.31363949999999996
5,Mewingham Manor: Observations on a Curious New Species,"['Laura Von Stetina', 'Edwina Von Stetina']",Artisan Books,2002,['Fiction'],,,0.4256422222222222,0.31363949999999996
5,Summa Poetica,"['Nicolas Guillen', 'Nicolás Guillén', 'Luis Iñigo Madrigal']",Catedra Ediciones,1976,['Fiction'],,,0.4,0.31363949999999996
5,"Speaking of Sex: Funny, Wicked, Screwy & Unforgettable Remarks About Almost Everybody's Favorite Subject","['Janet Evanovich', 'Phoef Sutton']",Hachette UK,2015,['Fiction'],,,0.315045,0.31363949999999996
5,The Horses of God,['Mahi Binebine'],Tin House Books,2013,['Fiction'],,,0.46667,0.31363949999999996
5,Plucking the Skylark,['Birgitta Jansson'],iUniverse,2003,['Fiction'],,,0.525,0.31363949999999996
5,The Calling of Emily Evans,['Janette Oke'],Bethany House,2006,['Fiction'],,,0.32165692771084337,0.31363949999999996
5,Shortchangers,['Arnold Jacques Silver'],,1997,['Fiction'],,,0.66667,0.31363949999999996
5,Bandit's Trail,['Max Brand'],Blackstone Publishing,2018,['Fiction'],,,0.43333,0.31363949999999996
5,FINDING EINSTEINS MOLECULES,['John Perras'],Hilliard & Harris Pub,2004,['Fiction'],,,0.41152000000000005,0.31363949999999996
5,Dead Man's Light,['Jim Elik'],"Lulu Press, Inc",2013,['Fiction'],,,0.35333,0.31363949999999996
5,Hold My Hand I'm Dying,['John Gordon Davis'],House of Stratus,2015,['Fiction'],,,0.443075,0.31363949999999996
5,Intents,['Michael Walsh'],Pinnacle Books                ,2009,['Fiction'],,,0.33788833333333335,0.31363949999999996
5,The Spy Wore Red (Bombshell),['Wendy Rosnau'],Silhouette,2008,['Fiction'],,,0.320795,0.31363949999999996
5,Seen and heard in India,['Elizabeth Brundage'],Vintage,2016,['Fiction'],,,0.725,0.31363949999999996
5,Viking Passion,['Flora Speer'],,1992,['Fiction'],,,0.4401,0.31363949999999996
5,Book of Spiders & Scorpions,['David Wong'],Macmillan,2012,['Fiction'],,,0.36667,0.31363949999999996
5,Aquatic Readiness Developing Water Competence in Young Children,"['Stephen Langendorfer', 'Lawrence D. Bruya']",,1995,['Fiction'],,,0.533,0.31363949999999996
5,Deer Stalker,['Zane Grey'],Simon and Schuster,2017,['Fiction'],,,0.45271,0.31363949999999996
5,THE CLASSICS HANS CHRISTIAN ANDERSEN FAIRY TALES,['Hans Christian Andersen'],Canterbury Classics,2014,['Fiction'],,,0.42758333333333337,0.31363949999999996
5,THE COMPLETE HAMMER'S SLAMMERS VOLUME 2,['David Drake'],Baen,2010,['Fiction'],,,0.34168333333333334,0.31363949999999996
5,Glitter of Gold - An Avalon Western,['Kent Conwell'],Avalon,1999,['Fiction'],,,0.44103,0.31363949999999996
5,The Dream (The White Pine Chronicles #3),['Hilda Stahl'],Thomas Nelson Incorporated,1996,['Fiction'],,,0.36424,0.31363949999999996
5,Christmas Vows: $5.00 Extra (Heartquest),['Lori Copeland'],Tyndale House Pub,2001,['Fiction'],,,0.4867939999999999,0.31363949999999996
5,The Wonderful Adventures of Nils (Illustrated),['Selma Lagerlöf'],Standard Ebooks,2017,['Fiction'],,,0.3871772222222222,0.31363949999999996
5,The Odd Boy and His Precious Piano,['Allen Howe'],iUniverse,2001,['Fiction'],,,0.3141,0.31363949999999996
5,A Time for Love,['Emma Kaye'],,2014,['Fiction'],,,0.39913,0.31363949999999996
5,Heart of the Hawk,['Elizabeth Mayne'],HarperCollins Australia,2013,['Fiction'],,,0.32286,0.31363949999999996
5,SELLING THINGS,"['Orison Swett Marden', 'Joseph Francis MacGrail']",DigiCat,2022,['Fiction'],,,0.32857,0.31363949999999996
5,"The Gift: A Discovery of Happiness, Fulfillment and Love",['Kevin Hogan'],Network Three Thousand Publishing,1992,['Fiction'],,,0.39186,0.31363949999999996
5,The Crystal Skull,['James Rollins'],"Random House Digital, Inc.",2008,['Fiction'],,,0.35689499999999996,0.31363949999999996
5,The Monkeys and the Mango Tree: Teaching Stories of the Saints and Sadhus of India,['Harish Johari'],Inner Traditions / Bear & Co,1998,['Fiction'],,,0.326988,0.31363949999999996
5,Wolf :Chinese,['Jiang Rong'],Penguin,2008,['Fiction'],,,0.325,0.31363949999999996
5,The Last Gunfighter: Savage Country,"['William W. Johnstone', 'Fred Austin']",Pinnacle Books,2016,['Fiction'],,,0.49861,0.31363949999999996
5,Children of Light,['Robert Stone'],Vintage,2012,['Fiction'],,,0.6263900000000001,0.31363949999999996
5,Snowman: Fables and Fantasies,['Janet Frame'],George Braziller,1963,['Fiction'],,,0.395,0.31363949999999996
5,The Children's Crusade #2 (2 of 2),['Ann Packer'],Simon and Schuster,2015,['Fiction'],,,0.50417,0.31363949999999996
5,Weak Elastic,['Fred Stapley'],,2003,['Fiction'],,,0.39464,0.31363949999999996
5,The False Fiancee (Signet Regency Romance),['Emma Lange'],New Amer Library,1987,['Fiction'],,,0.5,0.31363949999999996
5,A covenant with death,['John Harris'],Sphere,2015,['Fiction'],,,0.33596000000000004,0.31363949999999996
5,Dreams Etched in Granite,['Ed Johns'],Dream Catcher Pub Incorporated,2003,['Fiction'],,,0.35011333333333333,0.31363949999999996
5,The Reluctant Tourist,['Anne Tyler'],Penguin,2015,['Fiction'],,,0.31721,0.31363949999999996
5,Psychic Fair,"[""George M. O'Har""]",,1989,['Fiction'],,,0.330815,0.31363949999999996
5,Sherlock Holmes and the Crossbow Incident,['John Oros Sentesi'],Xlibris Corporation,2003,['Fiction'],,,0.32760500000000004,0.31363949999999996
5,Arctic Legacy (Avalon Mystery),"['Loretta Jackson', 'Vickie Britton']",Thomas & Mercer,1999,['Fiction'],,,0.340415,0.31363949999999996
5,Spring Came on Forever,['Bess Streeter Aldrich'],U of Nebraska Press,1985,['Fiction'],,,0.35085875,0.31363949999999996
5,Book of King Arthur and His Noble Knights,['John Steinbeck'],Penguin UK,2001,['Fiction'],,,0.32718,0.31363949999999996
5,Golden Fire (Zebra Heartfire Historical Romance),['Kathy Jones'],Zebra Books,1988,['Fiction'],,,0.339135,0.31363949999999996
5,"Buick Skylark, Somerset, and Old Cal Pongram, 1985-92 (Chilton's Repair Manual (Model Specific))","['Nancey Cummings', 'Starr Huntress']",Menura Press,2020,['Fiction'],,,0.36667,0.31363949999999996
5,Witches Brew in the Pew?,['Impact Christian Books'],Impact Christian Books Incorporated,2000,['Fiction'],,,0.6,0.31363949999999996
5,Oliver Kringle,['Justin Matott'],Clove Publications,2001,['Fiction'],,,0.36729,0.31363949999999996
5,"Ice Blade, Vol. 2: Snow Country",['Wei Han'],Funstory,2020,['Fiction'],,,1.0,0.31363949999999996
5,Lily Beach,['Jennie Fields'],Grand Central Publishing,1994,['Fiction'],,,0.3266375,0.31363949999999996
5,Standing Tall (Steeple Hill Women's Fiction #30),['Janet Dean'],Steeple Hill,2008,['Fiction'],,,0.432816,0.31363949999999996
5,If with all your heart;: A novel,['Beth Wiseman'],Thomas Nelson,2010,['Fiction'],,,0.31493,0.31363949999999996
5,The Highwayman: A Novel Inspired by Alfred Noyes' Poem,['Deborah Ballou'],,2002,['Fiction'],,,0.4226366666666667,0.31363949999999996
5,Shannon's Law - An Avalon Western,['Charles E. Friend'],Amazonencore,2000,['Fiction'],,,0.35248000000000007,0.31363949999999996
5,Short Shots,['Bret Easton Ellis'],Pan Macmillan,2011,['Fiction'],,,0.38333,0.31363949999999996
5,Deathwalker,['David Gemmell'],Del Rey,2011,['Fiction'],,,0.43333,0.31363949999999996
5,Deadly Combo,['Garry & Sheila Gewirtzman'],PublishAmerica,2005,['Fiction'],,,0.34467000000000003,0.31363949999999996
5,Mosses from an Old Manse,['Nathaniel Hawthorne'],Modern Library,2003,['Fiction'],,,0.65,0.31363949999999996
5,Mirror of the Invisible World: Tales from the Khamseh of Nizami,"['Peter J. Chelkowski', 'Metropolitan Museum of Art (New York, N.Y.)']",Metropolitan Museum of Art,1975,['Fiction'],,,0.62963,0.31363949999999996
5,A Love for All Time (Zebra Books),['Kasey Michaels'],Kasey Michaels,2015,['Fiction'],,,0.32492,0.31363949999999996
5,Werehunter,['Mercedes Lackey'],Baen,1999,['Fiction'],,,0.3159354545454545,0.31363949999999996
5,All The Way From Texas - An Avalon Romance,['Carolyn Brown'],Montlake Romance,2000,['Fiction'],,,0.4118075,0.31363949999999996
5,On the trail of Grant and Lee,['Frederick Trevor Hill'],Good Press,2019,['Fiction'],,,0.556,0.31363949999999996
5,Greco-Roman wrestling,"['William A. Martell', 'Bill Martell']",Human Kinetics,1993,['Fiction'],,,0.5874999999999999,0.31363949999999996
5,Between Shadows and Light,['Anne Bishop'],Penguin,2002,['Fiction'],,,0.38667,0.31363949999999996
5,Quick & Easy Projects for the Weekend Quilter,['Lauren Owen'],Random House,2014,['Fiction'],,,0.45520499999999997,0.31363949999999996
5,Midnight Texas,['Charlaine Harris'],Penguin,2017,['Fiction'],,,0.376355,0.31363949999999996
5,The Sunshine Killers,['Giles Tippette'],Lyrical Press,2016,['Fiction'],,,0.38021,0.31363949999999996
5,Tempting Eden,['Michelle Miles'],Michelle Miles,2013,['Fiction'],,,0.63008,0.31363949999999996
5,My Friends the Hungry Generation First Edition,['Jane Duncan'],Pan Macmillan,2015,['Fiction'],,,0.34091,0.31363949999999996
5,Murder In Palm Beach - An Avalon Mystery,['Cat Lyons'],Thomas & Mercer,2000,['Fiction'],,,0.4544,0.31363949999999996
5,"Other voices, other rooms",['Truman Capote'],Vintage,2007,['Fiction'],,,0.41667,0.31363949999999996
5,Heavy Metal Fakk,"['Kevin Eastman', 'Stan Timmons']",Ipicturebooks,1999,['Fiction'],,,0.33854,0.31363949999999996
5,TEXAS TRIUMPHANT,['Daniel Da Cruz'],Del Rey,1989,['Fiction'],,,0.48667,0.31363949999999996
5,Only For A Year - An Avalon Romance,['Shelley Galloway'],Montlake Romance,2001,['Fiction'],,,0.5537366666666667,0.31363949999999996
5,My Lone Star Summer,['Justin Deabler'],St. Martin's Press,2021,['Fiction'],,,0.391825,0.31363949999999996
5,"The Prodigal Sorcerer (Magic The Gathering, No. 6)",['Mark Sumner'],HarperEntertainment,1995,['Fiction'],,,0.4579,0.31363949999999996
5,Road & Track Jaguar XJ-S * XK8 * XKR Portfolio 1975-2003,['Cormac McCarthy'],Vintage,2007,['Fiction'],,,0.52833,0.31363949999999996
5,The Life of Our Lord: Written For His Children During the years 1846-1849,['Charles Dickens'],Simon and Schuster,1999,['Fiction'],,,0.33374225806451613,0.31363949999999996
5,Pieces of Eight,['Steve Goble'],Simon and Schuster,2021,['Fiction'],,,0.3342333333333333,0.31363949999999996
5,A Grand Passion,['Jayne Ann Krentz'],Simon and Schuster,2004,['Fiction'],,,0.34131500000000004,0.31363949999999996
5,Henry VIII and his times,['Margaret George'],St. Martin's Griffin,2010,['Fiction'],,,0.33,0.31363949999999996
5,Knot Again!,['Kwana Jackson'],Penguin,2022,['Fiction'],,,0.458335,0.31363949999999996
5,The Brooklyn Reader: Thirty Writers Celebrate America's Favorite Borough,"['Andrea Wyatt', 'Alice Leccese Powers']",Crown,2011,['Fiction'],,,0.46686999999999995,0.31363949999999996
5,Little Address Book of One Thousand Stars,['Isabelle Broom'],Penguin UK,2018,['Fiction'],,,0.75,0.31363949999999996
5,SEA-BORN WOMEN.,['B J. Mountford'],Blair,2002,['Fiction'],,,0.36514250000000004,0.31363949999999996
5,A new dawn,['John Jackson Miller'],Del Rey,2014,['Fiction'],,,0.33924,0.31363949999999996
5,Pair of Rogues (Regency Romance),['Jo Beverley'],ePublishing Works!,2013,['Fiction'],,,0.38042,0.31363949999999996
5,Split Image,['Robert B. Parker'],G.P. Putnam's Sons,2011,['Fiction'],,,0.3184275,0.31363949999999996
5,Riley's Retribution (Intrigue Big Sky Series) (Intrigue),['Rebecca York'],Harlequin,2012,['Fiction'],,,0.407215,0.31363949999999996
5,65 Short Stories (Complete and Unabridged),['Nella Larsen'],,2010,['Fiction'],,,0.31799,0.31363949999999996
5,Better Than Chocolate: A Novel,['Sheila Roberts'],MIRA,2012,['Fiction'],,,0.3939966666666667,0.31363949999999996
5,"Great American Stories 2, Third Edition",['C. G. Draper'],Allyn & Bacon,2001,['Fiction'],,,0.424685,0.31363949999999996
5,STRIKE AT SHANE'S,['Gene Stratton-Porter'],Applewood Books,1999,['Fiction'],,,0.475,0.31363949999999996
5,Dark Arrival,['John Berry'],,2003,['Fiction'],,,0.3291075,0.31363949999999996
5,He Drown She in the Sea,['Shani Mootoo'],Open Road + Grove/Atlantic,2006,['Fiction'],,,0.346075,0.31363949999999996
5,Great Bev,['Bev Thomas'],Penguin,2019,['Fiction'],,,0.5315650000000001,0.31363949999999996
5,The Year's Best Science Fiction: Sixth Annual Collection,['Gardner Dozois'],Macmillan,2009,['Fiction'],,,0.3638033333333333,0.31363949999999996
5,Fire Sword,['Terry Goodkind'],Macmillan,2000,['Fiction'],,,0.420455,0.31363949999999996
5,Isaac Asimovs Robot City Volume 3 (Robot City (Two in One Collection)),"['Robert Chilson', 'Isaac Asimov', 'William F. Wu']",iBooks,2000,['Fiction'],,,0.3575,0.31363949999999996
5,Matagorda,"[""Louis L'Amour""]",Bantam,2004,['Fiction'],,,0.469295,0.31363949999999996
5,Murder by Impulse,['Doris R. Meredith'],Fawcett,1988,['Fiction'],,,0.3388275,0.31363949999999996
5,"The Tree of Knowledge,",['Daniel G. Miller'],,2021,['Fiction'],,,0.341665,0.31363949999999996
5,The Evil and the Guilty (Great Books Foundation 50th Anniversary Series),['Great Books Foundation (U.S.)'],,1997,['Fiction'],,,0.533335,0.31363949999999996
5,A Shadow in the Wild,['Carlos Ruiz Zafon'],Penguin,2014,['Fiction'],,,0.4375,0.31363949999999996
5,Cuentos Completos,['Jorge Luis Borges'],Vintage Espanol,2019,['Fiction'],,,0.4,0.31363949999999996
5,"Forever Yours, Tomcat",['Marybeth Sparrow'],,2003,['Fiction'],,,0.38548000000000004,0.31363949999999996
5,Spy's Fate,['Arnaldo Correa'],Akashic Books,2005,['Fiction'],,,0.31688,0.31363949999999996
5,The Slow Way Back: A Novel,['Judy Goldman'],Harper Collins,2000,['Fiction'],,,0.36106933333333324,0.31363949999999996
5,Last of the Joeville Lovers,['Anne Eames'],Harlequin,2011,['Fiction'],,,0.35,0.31363949999999996
5,The Tempting Mrs. Reilly (Desire),['Maureen Child'],Harlequin,2010,['Fiction'],,,0.319335,0.31363949999999996
5,The California Trail (Trail Drive Series),['Ralph Compton'],St. Martin's Paperbacks,2007,['Fiction'],,,0.62167,0.31363949999999996
5,Going Topless,['Megan McAndrew'],Simon and Schuster,2007,['Fiction'],,,0.319332,0.31363949999999996
5,Chipped Beef on Toast (S.O.S.),['Charles H. Bertram'],Infinity Publishing,2003,['Fiction'],,,0.4084933333333334,0.31363949999999996
5,A Tear and A Smile,['Kahlil Gibran'],Diamond Pocket Books Pvt Ltd,2021,['Fiction'],,,0.379415,0.31363949999999996
5,Night Train at Deoli: And Other Stories (India S.),['Ruskin Bond'],Penguin UK,2016,['Fiction'],,,0.40996499999999997,0.31363949999999996
5,Warhaven,['Mary Elayn Harvey'],Franklin Watts,1987,['Fiction'],,,0.55,0.31363949999999996
5,Moon And The Thorn,['Teresa Edgerton'],Ace Books,1995,['Fiction'],,,0.33973749999999997,0.31363949999999996
5,The Pastor's Assignment (Heartsong Presents #641),"[""Kim O'Brien""]",Barbour Pub Incorporated,2005,['Fiction'],,,0.36067333333333335,0.31363949999999996
5,The President's Lady,['Irving Stone'],Thomas Nelson Inc,1996,['Fiction'],,,0.33254625,0.31363949999999996
5,Spades and Rednecks,['Bernard K. Lewis'],1st Book Library,2003,['Fiction'],,,0.33333,0.31363949999999996
5,Tales of ancient Greece,['Enid Blyton'],Rare Treasure Editions,2021,['Fiction'],,,0.35938,0.31363949999999996
5,Rent Boys: Hustlers & Escorts--Gay Erotic Tales,['David MacMillan'],"Companion Press (Laguna Hills, CA)",2000,['Fiction'],,,0.49702,0.31363949999999996
5,The Spectrum of Pursuit,['C. L. Warren Bentham'],Vantage Press,2002,['Fiction'],,,0.43542,0.31363949999999996
5,"The Dodge City Trail (The Trail Drive Series, Book 8)",['Ralph Compton'],Macmillan,1995,['Fiction'],,,0.4137700000000001,0.31363949999999996
5,The Feelies,['Mick Farren'],Ballantine Books,1990,['Fiction'],,,0.59861,0.31363949999999996
5,The Big Book of Noir,"['Lee Server', 'Edward Gorman']",Carroll & Graf Pub,1998,['Fiction'],,,0.3803475,0.31363949999999996
5,Old Enough to Know Better,['Jane Wenham-Jones'],HarperCollins UK,2021,['Fiction'],,,0.33484,0.31363949999999996
5,Isaac Asimov's History of I-Botics: An Illustrated Novel,"['Isaac Asimov', 'Steven Grant']",Harper Prism,1997,['Fiction'],,,0.44772500000000004,0.31363949999999996
5,The Little Disturbances of Man,['Grace Paley'],Penguin,1985,['Fiction'],,,0.33274000000000004,0.31363949999999996
5,Playing in the Light,['Zoe Wicomb'],"New Press, The",2006,['Fiction'],,,0.4270833333333333,0.31363949999999996
5,Hot Springs & Hot Pools of the Northwest: Jayson Loam's Original Guide,['Stephen Hunter'],Simon and Schuster,2013,['Fiction'],,,0.38553636363636373,0.31363949999999996
5,Ramage's Mutiny,['Dudley Pope'],House of Stratus,2013,['Fiction'],,,0.3422942857142858,0.31363949999999996
5,The Grandmother's Tale and Selected Stories,['R. K. Narayan'],Harper Collins,2013,['Fiction'],,,0.38966500000000004,0.31363949999999996
5,William's Wife,['Jean Plaidy'],Ivy Books,1995,['Fiction'],,,0.42767,0.31363949999999996
5,Vagabonds,['Eloghosa Osunde'],Penguin,2022,['Fiction'],,,0.3770825,0.31363949999999996
5,Christian's Legacy: The Tenth Realm,['T. E. Boff'],Publishamerica Incorporated,2004,['Fiction'],,,0.35823,0.31363949999999996
5,Tsali's Hatchet,['Midge Shusta'],Xlibris Corporation,2016,['Fiction'],,,0.32142,0.31363949999999996
